Latitude,Longitude,Depth,Magnitude,depth_category,year,month,day_of_week,decade,significant
0.9126403749640807,0.5007571204256167,1.11706580743043,-0.15574835445006258,0,-1.9575514096065318,-1.5546913329883791,-1.4974444959342885,-1.9257975433022954,0
-0.11059407814438128,0.3890428095325006,-0.80671443145843,5.6189073493124875,1,-1.9575514096065318,-1.5546913329883791,1.474129187358717,-1.9257975433022954,1
1.1788049173405382,0.38896301359614793,1.7583258870600502,0.08486229987337834,0,-1.9575514096065318,-1.2723514976952606,-1.4974444959342885,-1.9257975433022954,0
-1.1731925048459222,0.44992710896924903,-0.32576937173621495,0.08486229987337834,1,-1.9575514096065318,-1.2723514976952606,-0.011657654287785778,-1.9257975433022954,0
0.0544142065103271,-0.09898913719771059,-0.16545435182880994,0.3254729541968171,1,-1.9575514096065318,-0.9900116624021421,0.48360462626104844,-1.9257975433022954,1
0.13222671245013412,0.4425858828248444,-0.5213536960232491,1.0473049171671356,1,-1.9575514096065318,-0.9900116624021421,1.474129187358717,-1.9257975433022954,1
0.3803112902111658,-0.08279056211820858,-0.646399411551025,0.8066942628436968,1,-1.9575514096065318,-0.7076718271090237,-1.0021822153854543,-1.9257975433022954,1
0.0896586944948279,0.43819710632547143,-0.646399411551025,-0.39635900877350133,1,-1.9575514096065318,-0.7076718271090237,-1.4974444959342885,-1.9257975433022954,0
-1.0750114311748127,0.672477975455605,-0.48608439164361994,0.3254729541968171,1,-1.9575514096065318,-0.7076718271090237,-1.0021822153854543,-1.9257975433022954,1
-0.32000126324709716,1.344359759541345,0.15517568798600007,-0.39635900877350133,1,-1.9575514096065318,-0.42533199181590514,-0.50691993483662,-1.9257975433022954,0
-0.45914833269239913,1.1067274610844167,-0.646399411551025,-0.15574835445006258,1,-1.9575514096065318,-0.42533199181590514,0.9788669068098828,-1.9257975433022954,0
1.6919097359200888,0.35034178040167124,-0.32576937173621495,0.08486229987337834,1,-1.9575514096065318,-0.42533199181590514,1.474129187358717,-1.9257975433022954,0
-1.018482934212659,-1.2580251127137854,-0.32576937173621495,-0.6369696630969423,1,-1.9575514096065318,-0.42533199181590514,-0.50691993483662,-1.9257975433022954,0
0.7858517623445128,0.41194424326558976,-0.32576937173621495,-0.39635900877350133,1,-1.9575514096065318,-0.42533199181590514,0.9788669068098828,-1.9257975433022954,0
0.10888296066819199,0.43692037134383654,-0.80671443145843,-0.6369696630969423,1,-1.9575514096065318,-0.14299215652278666,0.9788669068098828,-1.9257975433022954,0
0.08942983418324026,0.43516486074408717,-0.48608439164361994,-0.15574835445006258,1,-1.9575514096065318,-0.14299215652278666,-0.50691993483662,-1.9257975433022954,0
-1.0743248502400498,-1.2425447010614545,-0.32576937173621495,-0.39635900877350133,1,-1.9575514096065318,0.13934767877033183,-0.50691993483662,-1.9257975433022954,0
0.9011973593846974,-1.7395935885994671,1.918640906967455,-0.877580317420381,0,-1.9575514096065318,0.13934767877033183,1.474129187358717,-1.9257975433022954,0
-0.04811521308094799,-1.5408219111460735,3.04084604631929,-0.6369696630969423,0,-1.9575514096065318,0.13934767877033183,-0.50691993483662,-1.9257975433022954,0
1.6012810525313728,-2.0140916096511225,0.636120747708215,0.5660836085202559,1,-1.9575514096065318,0.42168751406345034,-1.0021822153854543,-1.9257975433022954,1
-0.8688082904343242,-1.3631961568260196,-0.005139331921404945,-0.6369696630969423,1,-1.9575514096065318,0.42168751406345034,0.9788669068098828,-1.9257975433022954,0
-0.9848404684092716,-1.309413695724619,0.31549070789340505,-0.39635900877350133,1,-1.9575514096065318,0.42168751406345034,-1.4974444959342885,-1.9257975433022954,0
0.19333241564404136,0.5305210046849961,-0.646399411551025,1.0473049171671356,1,-1.9575514096065318,0.9863671846496873,-1.4974444959342885,-1.9257975433022954,1
1.448173504079223,0.375876480034384,3.204367366624843,0.08486229987337834,0,-1.9575514096065318,0.9863671846496873,1.474129187358717,-1.9257975433022954,0
0.19859620281055773,0.5313189640485187,-0.646399411551025,-0.6369696630969423,1,-1.9575514096065318,0.9863671846496873,-0.011657654287785778,-1.9257975433022954,0
-0.9310582951861696,0.7441347262999032,2.8260239196433674,1.5285262258140153,0,-1.9575514096065318,1.2687070199428059,1.474129187358717,-1.9257975433022954,1
1.1689639239422684,0.29959156488165617,-0.80671443145843,0.8066942628436968,1,-1.9575514096065318,1.2687070199428059,-1.0021822153854543,-1.9257975433022954,1
-1.4970298457424718,-0.7958470493616963,0.31549070789340505,-0.15574835445006258,1,-1.9575514096065318,1.2687070199428059,-1.0021822153854543,-1.9257975433022954,0
-0.6216391539196431,-1.4342145401795003,0.4758057278008101,-0.15574835445006258,1,-1.9575514096065318,1.2687070199428059,1.474129187358717,-1.9257975433022954,0
0.6203857570666291,-0.07465137661028126,-0.32576937173621495,0.08486229987337834,1,-1.8864707587531597,-1.5546913329883791,-1.0021822153854543,-1.9257975433022954,0
-1.768229314973858,-0.37508307697641036,-0.005139331921404945,-0.15574835445006258,1,-1.8864707587531597,-1.2723514976952606,-0.50691993483662,-1.9257975433022954,0
-1.0152788898504312,0.922877623728889,-0.32576937173621495,0.3254729541968171,1,-1.8864707587531597,-1.2723514976952606,1.474129187358717,-1.9257975433022954,1
0.9217947874275874,0.4195248572190511,-0.32576937173621495,0.8066942628436968,1,-1.8864707587531597,-0.9900116624021421,-1.0021822153854543,-1.9257975433022954,1
0.8849482772619729,0.4197642450281078,-0.32576937173621495,-0.6369696630969423,1,-1.8864707587531597,-0.9900116624021421,-1.0021822153854543,-1.9257975433022954,0
